Modulation,Data_Aided,CPR,lspan,BER,SER,SNR,EVM,Qfactor
16,True,bps,80,1.6666666666666667e-05,6.666666666666667e-05,21.872244141188133,0.006791679202971932,6.179863476135812
16,True,bps,40,1.6666666666666667e-05,6.666666666666667e-05,21.69834120840116,0.0070526103445137,6.179863476135812
16,True,bps,20,5e-05,0.0002,21.290239640816754,0.0077047506684355,5.9001567676247895
16,True,bps,10,0.00015,0.0006,20.888173822381187,0.00841016789722794,5.58144342002834
16,False,bps,80,0.0003,0.0012,20.850586186045778,0.00845503535693946,5.354984820359824
16,False,bps,40,0.0002666666666666667,0.0010666666666666667,20.729090471137237,0.00868590296943991,5.39506541622816
16,False,bps,20,0.00046666666666666666,0.0018666666666666666,20.345533812896623,0.009450723621806555,5.198132889000545
16,False,bps,10,0.0006166666666666666,0.0024666666666666665,19.992580545737834,0.01021604326482126,5.093446223157304
