Modulation,Data_Aided,CPR,BER,SER,SNR,EVM,Qfactor
64,True,bps,0.008044444444444444,0.04298888888888889,20.785377259608456,0.008613492545501531,3.814567595114247
64,True,ddpll,0.01127037037037037,0.05793333333333334,19.969349073113236,0.010331208471553202,3.5815008326580915
64,False,bps,0.03045925925925926,0.16835555555555556,17.51311784271533,0.01773985822781349,2.7278960735957165
64,False,ddpll,0.03771481481481481,0.20503333333333335,16.763470271286216,0.021046892278426103,2.4989342745707113
