Modulation,Data_Aided,CPR,mzmScale,BER,SER,SNR,EVM,Qfactor
64,True,bps,0.3,0.006394192872857328,0.03388275156178308,21.110641838506886,0.00795219865068612,3.9613106797662927
64,True,bps,0.5,0.007444205225943835,0.03995341121660255,20.788524622035066,0.00853671318054137,3.8651361146409515
64,True,bps,0.7,0.007955975952658267,0.04335933363921928,20.59854557189007,0.008930160154270764,3.821843952573148
64,True,bps,0.9000000000000001,0.008638336921610843,0.047153495923481455,20.390637861679952,0.009369375385724755,3.767167459549892
64,True,bps,1.1,0.010108942458146567,0.05597712914269579,20.1105340815571,0.010013316429354978,3.6591450836660973
64,True,bps,1.3,0.012782503323568513,0.0715420181413899,19.615315734081335,0.011214096031576276,3.4884136138467037
64,True,bps,1.5000000000000002,0.01614724879116225,0.09120107295379945,19.152493901286437,0.012455311351554699,3.3056521461679274
64,True,bps,1.7000000000000002,0.021638489864586642,0.12287791621077895,18.51347358599015,0.014384109315425175,3.055720957257761
64,True,ddpll,0.3,0.006614783703337687,0.035047471146719376,21.030859489797955,0.008095327606524245,3.9401873874263864
64,True,ddpll,0.5,0.0075030294474052635,0.040394592877563265,20.706086305555885,0.00869592618173496,3.8600514091438254
64,True,ddpll,0.7,0.008200096471723197,0.044682878622101435,20.513920641393142,0.009101022174365312,3.8019055389540646
64,True,ddpll,0.9000000000000001,0.009008929516817844,0.04921822609677761,20.30302181586046,0.009555080001103666,3.7387721902358444
64,True,ddpll,1.1,0.010485417475499711,0.05798891751667667,20.02285357308295,0.010211421184928689,3.63331598766617
64,True,ddpll,1.3,0.013276626783844515,0.07383616277838563,19.526785239905376,0.011438130852114384,3.459660759364848
64,True,ddpll,1.5000000000000002,0.016620783773926753,0.0936893375216179,19.059500639220943,0.012716899367546266,3.282069606685672
64,True,ddpll,1.7000000000000002,0.02228555630066236,0.1263544276991494,18.4112581857133,0.014717441867292631,3.0291069118742984
64,False,bps,0.3,0.04548288803397687,0.25007941269897294,16.34619208513933,0.0230899968810325,2.2797023992273884
64,False,bps,0.5,0.04291226955611242,0.23703808280097413,16.53984566864706,0.02209156657812746,2.34984462814588
64,False,bps,0.7,0.057703620042588735,0.3117566089012812,15.534934210850551,0.0277855595414895,1.9710047219784306
64,False,bps,0.9000000000000001,0.06789197519970823,0.3597395263473688,14.865746839819415,0.032367762714673565,1.7367467252348703
64,False,bps,1.1,0.06819491994023459,0.3624042635795715,14.897044512641948,0.03216334489076551,1.7300273913889572
64,False,bps,1.3,0.07155378298568218,0.3766632548618219,14.643621121199024,0.03406476804903728,1.6563487454597017
64,False,bps,1.5000000000000002,0.07834209814233109,0.40706949493523453,14.269515527227066,0.03709564575894035,1.511589135208856
64,False,bps,1.7000000000000002,0.0864980764479582,0.4437934563936046,13.811840096963193,0.04117631722984225,1.3438097475521518
64,False,ddpll,0.3,0.04678878575042059,0.2559912469558465,16.22242979658803,0.0237534086650033,2.244865963527998
64,False,ddpll,0.5,0.04544465229002694,0.24850880598595276,16.274731135495596,0.023472435400520117,2.2807301832824853
64,False,ddpll,0.7,0.05933599218814339,0.3196978787985741,15.422625128254744,0.028508799253595958,1.9322816420137026
64,False,ddpll,0.9000000000000001,0.06732138025153236,0.35970423181449196,14.967592916069988,0.03162525708365264,1.7494373058475392
64,False,ddpll,1.1,0.06541841668725515,0.3498923516747256,15.122227475387982,0.030554101647421485,1.792098877329014
64,False,ddpll,1.3,0.06916846080542124,0.36863374863233683,14.877452197039865,0.032296247165529986,1.7085191887398774
64,False,ddpll,1.5000000000000002,0.07675384416287251,0.4029929763879575,14.455294168031912,0.03555416262571371,1.5450021930082092
64,False,ddpll,1.7000000000000002,0.09035694537582795,0.45586418663748984,13.547991831818782,0.04372818754224247,1.2663790718949552
